# ----------------------------------------
# CRS UK - GA4
# Free-form-Free-form 1
# 20250627-20250924
# ----------------------------------------

,,,,Device category,mobile,desktop,tablet,Totals
Date,Landing page,Country,Event name,Session default channel group,Active users,Active users,Active users,Active users
20250706,/blast-freezer/10ftblastfreezer.html,Liberia,first_visit,Organic Search,1,0,0,1
20250706,/blast-freezer/10ftblastfreezer.html,Liberia,page_view,Organic Search,1,0,0,1
20250706,/blast-freezer/10ftblastfreezer.html,Liberia,session_start,Organic Search,1,0,0,1
20250706,/blast-freezers-lp,United Kingdom,first_visit,Paid Search,1,0,0,1
20250706,/blast-freezers-lp,United Kingdom,page_view,Paid Search,1,0,0,1
20250706,/blast-freezers-lp,United Kingdom,session_start,Paid Search,1,0,0,1
20250706,/blast-freezers-lp,United Kingdom,user_engagement,Paid Search,1,0,0,1
20250706,/brakes-video,Sweden,first_visit,Organic Video,1,0,0,1
20250706,/brakes-video,Sweden,page_view,Organic Video,1,0,0,1
20250706,/brakes-video,Sweden,scroll,Organic Video,1,0,0,1
20250706,/brakes-video,Sweden,session_start,Organic Video,1,0,0,1
20250706,/brakes-video,Sweden,user_engagement,Organic Video,1,0,0,1
20250706,/brakes-video,Sweden,video_progress,Organic Video,1,0,0,1
20250706,/brakes-video,Sweden,video_start,Organic Video,1,0,0,1
20250706,/cold-rooms-lp,(not set),first_visit,Direct,1,0,0,1
20250706,/cold-rooms-lp,(not set),page_view,Direct,1,0,0,1
20250706,/cold-rooms-lp,(not set),session_start,Direct,1,0,0,1
20250706,/cold-rooms-lp,(not set),user_engagement,Direct,1,0,0,1
20250706,/cold-rooms-lp,United Kingdom,first_visit,Cross-network,1,0,0,1
20250706,/cold-rooms-lp,United Kingdom,info_phone_number_click,Paid Search,1,0,0,1
20250706,/cold-rooms-lp,United Kingdom,page_view,Cross-network,1,0,0,1
20250706,/cold-rooms-lp,United Kingdom,session_start,Cross-network,1,0,0,1
20250706,/cold-rooms-lp,United Kingdom,user_engagement,Cross-network,1,0,0,1
20250706,/industry/retail-cold-storage.html,Germany,first_visit,Organic Search,1,0,0,1
20250706,/industry/retail-cold-storage.html,Germany,page_view,Organic Search,1,0,0,1
20250706,/industry/retail-cold-storage.html,Germany,session_start,Organic Search,1,0,0,1
20250706,/knowledge/retail-cold-storage.html,Austria,first_visit,Organic Search,0,1,0,1
20250706,/knowledge/retail-cold-storage.html,Austria,page_view,Organic Search,0,1,0,1
20250706,/knowledge/retail-cold-storage.html,Austria,session_start,Organic Search,0,1,0,1
20250706,/knowledge/retail-cold-storage.html,Malaysia,first_visit,Organic Search,0,1,0,1
20250706,/knowledge/retail-cold-storage.html,Malaysia,page_view,Organic Search,0,1,0,1
20250706,/knowledge/retail-cold-storage.html,Malaysia,session_start,Organic Search,0,1,0,1
20250706,/knowledge/retail-cold-storage.html,United Kingdom,first_visit,Direct,0,1,0,1
20250706,/knowledge/retail-cold-storage.html,United Kingdom,page_view,Direct,0,1,0,1
20250706,/knowledge/retail-cold-storage.html,United Kingdom,session_start,Direct,0,1,0,1
20250706,/news/cold-storage-fruit-and-veg.html,India,first_visit,Direct,1,0,0,1
20250706,/news/cold-storage-fruit-and-veg.html,India,page_view,Direct,1,0,0,1
20250706,/news/cold-storage-fruit-and-veg.html,India,session_start,Direct,1,0,0,1
20250706,/news/dry-ice-vs-eutectic-plates.html,Thailand,first_visit,Organic Search,1,0,0,1
20250706,/news/dry-ice-vs-eutectic-plates.html,Thailand,page_view,Organic Search,1,0,0,1
20250706,/news/dry-ice-vs-eutectic-plates.html,Thailand,session_start,Organic Search,1,0,0,1
20250706,/news/food-storage-temperatures.html,Indonesia,first_visit,Organic Search,0,1,0,1
20250706,/news/food-storage-temperatures.html,Indonesia,page_view,Organic Search,0,1,0,1
20250706,/news/food-storage-temperatures.html,Indonesia,session_start,Organic Search,0,1,0,1
20250706,/news/rapid-chilling.html,Canada,first_visit,Organic Search,1,0,0,1
20250706,/news/rapid-chilling.html,Canada,page_view,Organic Search,1,0,0,1
20250706,/news/rapid-chilling.html,Canada,session_start,Organic Search,1,0,0,1
20250706,/news/walk-in-fridge.html,Indonesia,first_visit,Organic Search,0,1,0,1
20250706,/news/walk-in-fridge.html,Indonesia,page_view,Organic Search,0,1,0,1
20250706,/news/walk-in-fridge.html,Indonesia,session_start,Organic Search,0,1,0,1
20250706,/news/what-blast-freezer.html,Thailand,first_visit,Organic Search,0,1,0,1
20250706,/news/what-blast-freezer.html,Thailand,page_view,Organic Search,0,1,0,1
20250706,/news/what-blast-freezer.html,Thailand,session_start,Organic Search,0,1,0,1
20250706,/news/what-blast-freezer.html,United Arab Emirates,first_visit,Organic Search,1,0,0,1
20250706,/news/what-blast-freezer.html,United Arab Emirates,page_view,Organic Search,1,0,0,1
20250706,/news/what-blast-freezer.html,United Arab Emirates,session_start,Organic Search,1,0,0,1
20250706,/refrigerated-container,United Kingdom,first_visit,Organic Search,1,0,0,1
20250706,/refrigerated-container,United Kingdom,page_view,Organic Search,1,0,0,1
20250706,/refrigerated-container,United Kingdom,session_start,Organic Search,1,0,0,1
20250706,/refrigerated-container/10ft.html,France,first_visit,Direct,1,0,0,1
20250706,/refrigerated-container/10ft.html,France,first_visit,Organic Search,0,1,0,1
20250706,/refrigerated-container/10ft.html,France,page_view,Direct,1,0,0,1
20250706,/refrigerated-container/10ft.html,France,page_view,Organic Search,0,1,0,1
20250706,/refrigerated-container/10ft.html,France,session_start,Direct,1,0,0,1
20250706,/refrigerated-container/10ft.html,France,session_start,Organic Search,0,1,0,1
20250706,/refrigerated-container/20ft.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250706,/refrigerated-container/20ft.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250706,/refrigerated-container/20ft.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250706,/refrigerated-units-lp,United Kingdom,scroll,Paid Search,1,0,0,1
20250706,/refrigerated-units-lp,United Kingdom,user_engagement,Paid Search,1,0,0,1
20250706,/refrigeration/refrigerated-containers/edinburgh.html,Ukraine,first_visit,Direct,0,1,0,1
20250706,/refrigeration/refrigerated-containers/edinburgh.html,Ukraine,page_view,Direct,0,1,0,1
20250706,/refrigeration/refrigerated-containers/edinburgh.html,Ukraine,session_start,Direct,0,1,0,1
20250706,/refrigeration/refrigerated-containers/edinburgh.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250706,/refrigeration/refrigerated-containers/edinburgh.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250706,/refrigeration/refrigerated-containers/edinburgh.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250706,/refrigeration/refrigerated-storage/swansea.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250706,/refrigeration/refrigerated-storage/swansea.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250706,/refrigeration/refrigerated-storage/swansea.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250706,/services/commercial-freezers.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250706,/services/commercial-freezers.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250706,/services/commercial-freezers.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250706,/storage/freezer-containers.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250706,/storage/freezer-containers.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250706,/storage/freezer-containers.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250706,/storage/meat-lockers.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250706,/storage/meat-lockers.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250706,/storage/meat-lockers.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250707,(not set),United Kingdom,session_start,Paid Search,0,1,0,1
20250707,(not set),United Kingdom,user_engagement,Paid Search,0,1,0,1
20250707,/,Germany,first_visit,Organic Search,0,1,0,1
20250707,/,Germany,page_view,Organic Search,0,1,0,1
20250707,/,Germany,session_start,Organic Search,0,1,0,1
20250707,/,Ireland,first_visit,Referral,0,1,0,1
20250707,/,Ireland,page_view,Referral,0,1,0,1
20250707,/,Ireland,session_start,Referral,0,1,0,1
20250707,/,South Korea,first_visit,Direct,1,0,0,1
20250707,/,South Korea,page_view,Direct,1,0,0,1
20250707,/,South Korea,session_start,Direct,1,0,0,1
20250707,/,Thailand,first_visit,Organic Search,0,1,0,1
20250707,/,Thailand,page_view,Organic Search,0,1,0,1
20250707,/,Thailand,session_start,Organic Search,0,1,0,1
20250707,/,United Kingdom,any_contact_form_sent,Organic Search,1,0,0,1
20250707,/,United Kingdom,first_visit,Direct,0,1,0,1
20250707,/,United Kingdom,first_visit,Organic Social,0,1,0,1
20250707,/,United Kingdom,page_view,Direct,0,1,0,1
20250707,/,United Kingdom,page_view,Organic Social,0,1,0,1
20250707,/,United Kingdom,sent_main_enquiry_form,Organic Search,1,0,0,1
20250707,/,United Kingdom,session_start,Direct,0,1,0,1
20250707,/,United Kingdom,session_start,Organic Social,0,1,0,1
20250707,/,United Kingdom,user_engagement,Organic Search,0,1,0,1
20250707,/,United States,first_visit,Direct,0,1,0,1
20250707,/,United States,first_visit,Organic Search,0,1,0,1
20250707,/,United States,page_view,Direct,0,1,0,1
20250707,/,United States,page_view,Organic Search,0,1,0,1
20250707,/,United States,session_start,Direct,0,1,0,1
20250707,/,United States,session_start,Organic Search,0,1,0,1
20250707,/about/what-crs-does.html,United States,first_visit,Direct,0,1,0,1
20250707,/about/what-crs-does.html,United States,page_view,Direct,0,1,0,1
20250707,/about/what-crs-does.html,United States,session_start,Direct,0,1,0,1
20250707,/blast-freezer,United Kingdom,first_visit,Organic Search,0,1,0,1
20250707,/blast-freezer,United Kingdom,page_view,Organic Search,0,1,0,1
20250707,/blast-freezer,United Kingdom,session_start,Organic Search,0,1,0,1
20250707,/blast-freezer/10ftblastfreezer.html,Hungary,first_visit,Direct,0,1,0,1
20250707,/blast-freezer/10ftblastfreezer.html,Hungary,page_view,Direct,0,1,0,1
20250707,/blast-freezer/10ftblastfreezer.html,Hungary,session_start,Direct,0,1,0,1
20250707,/blast-freezer/40ft-iso-blast-freezer.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250707,/blast-freezer/40ft-iso-blast-freezer.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250707,/blast-freezer/40ft-iso-blast-freezer.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250707,/blast-freezer/40ft-power-blast-25kw.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250707,/blast-freezer/40ft-power-blast-25kw.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250707,/blast-freezer/40ft-power-blast-25kw.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250707,/blast-freezers-lp,United Kingdom,first_visit,Paid Search,0,1,0,1
20250707,/blast-freezers-lp,United Kingdom,page_view,Paid Search,0,1,0,1
20250707,/blast-freezers-lp,United Kingdom,session_start,Paid Search,0,1,0,1
20250707,/blast-freezers-lp,United Kingdom,user_engagement,Paid Search,0,1,0,1
20250707,/brands/carrier.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250707,/brands/carrier.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250707,/brands/carrier.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250707,/brands/thermo-king.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250707,/brands/thermo-king.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250707,/brands/thermo-king.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250707,/case-studies,Jersey,page_view,Organic Search,0,1,0,1
20250707,/case-studies,Jersey,session_start,Organic Search,0,1,0,1
20250707,/case-studies,United Kingdom,first_visit,Direct,0,1,0,1
20250707,/case-studies,United Kingdom,page_view,Direct,0,1,0,1
20250707,/case-studies,United Kingdom,session_start,Direct,0,1,0,1
20250707,/case-studies/gate-gourmet.html,United Arab Emirates,first_visit,Referral,0,1,0,1
20250707,/case-studies/gate-gourmet.html,United Arab Emirates,page_view,Referral,0,1,0,1
20250707,/case-studies/gate-gourmet.html,United Arab Emirates,session_start,Referral,0,1,0,1
20250707,/cold-rooms-lp,United Kingdom,any_contact_form_sent,Paid Search,1,0,0,1
20250707,/cold-rooms-lp,United Kingdom,form_start,Paid Search,1,0,0,1
20250707,/cold-rooms-lp,United Kingdom,form_submit,Paid Search,1,0,0,1
20250707,/cold-rooms-lp,United Kingdom,info_form_submission,Paid Search,1,0,0,1
20250707,/cold-rooms-lp,United Kingdom,sent_main_enquiry_form,Paid Search,1,0,0,1
20250707,/cold-rooms/portable-cold-room.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250707,/cold-rooms/portable-cold-room.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250707,/cold-rooms/portable-cold-room.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250707,/cold-stores,United Kingdom,first_visit,Organic Search,1,0,0,1
20250707,/cold-stores,United Kingdom,first_visit,Paid Search,1,0,0,1
20250707,/cold-stores,United Kingdom,page_view,Organic Search,1,0,0,1
20250707,/cold-stores,United Kingdom,page_view,Paid Search,1,0,0,1
20250707,/cold-stores,United Kingdom,session_start,Organic Search,1,0,0,1
20250707,/cold-stores,United Kingdom,session_start,Paid Search,1,0,0,1
20250707,/get-in-touch-with-crs,United Kingdom,scroll,Paid Search,0,1,0,1
20250707,/get-in-touch-with-crs,United Kingdom,user_engagement,Paid Search,0,1,0,1
20250707,/heated/hotbox.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250707,/heated/hotbox.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250707,/heated/hotbox.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250707,/industry/fish-cold-storage.html,United Kingdom,page_view,Direct,1,0,0,1
20250707,/industry/fish-cold-storage.html,United Kingdom,session_start,Direct,1,0,0,1
20250707,/industry/fish-cold-storage.html,United States,first_visit,Direct,0,1,0,1
20250707,/industry/fish-cold-storage.html,United States,page_view,Direct,0,1,0,1
20250707,/industry/fish-cold-storage.html,United States,session_start,Direct,0,1,0,1
20250707,/knowledge/container-guide.html,United States,first_visit,Direct,0,1,0,1
20250707,/knowledge/container-guide.html,United States,page_view,Direct,0,1,0,1
20250707,/knowledge/container-guide.html,United States,session_start,Direct,0,1,0,1
20250707,/knowledge/meat-cold-storage.html,Germany,first_visit,Organic Search,0,1,0,1
20250707,/knowledge/meat-cold-storage.html,Germany,page_view,Organic Search,0,1,0,1
20250707,/knowledge/meat-cold-storage.html,Germany,session_start,Organic Search,0,1,0,1
20250707,/knowledge/meat-cold-storage.html,United Arab Emirates,first_visit,Organic Search,0,1,0,1
20250707,/knowledge/meat-cold-storage.html,United Arab Emirates,page_view,Organic Search,0,1,0,1
20250707,/knowledge/meat-cold-storage.html,United Arab Emirates,session_start,Organic Search,0,1,0,1
20250707,/knowledge/retail-cold-storage.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250707,/knowledge/retail-cold-storage.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250707,/knowledge/retail-cold-storage.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250707,/megas/triplemega.html,Philippines,first_visit,Organic Search,0,1,0,1
20250707,/megas/triplemega.html,Philippines,page_view,Organic Search,0,1,0,1
20250707,/megas/triplemega.html,Philippines,session_start,Organic Search,0,1,0,1
20250707,/news/blast-freezer-temperature.html,United States,first_visit,Organic Search,1,0,0,1
20250707,/news/blast-freezer-temperature.html,United States,page_view,Organic Search,1,0,0,1
20250707,/news/blast-freezer-temperature.html,United States,session_start,Organic Search,1,0,0,1
20250707,/news/blast-freezer.html,Bolivia,first_visit,Organic Search,0,1,0,1
20250707,/news/blast-freezer.html,Bolivia,page_view,Organic Search,0,1,0,1
20250707,/news/blast-freezer.html,Bolivia,session_start,Organic Search,0,1,0,1
20250707,/news/blast-freezers-basics.html,India,first_visit,Organic Search,1,0,0,1
20250707,/news/blast-freezers-basics.html,India,page_view,Organic Search,1,0,0,1
20250707,/news/blast-freezers-basics.html,India,session_start,Organic Search,1,0,0,1
20250707,/news/cold-storage-fruit-and-veg.html,Ethiopia,first_visit,Organic Search,0,1,0,1
20250707,/news/cold-storage-fruit-and-veg.html,Ethiopia,page_view,Organic Search,0,1,0,1
20250707,/news/cold-storage-fruit-and-veg.html,Ethiopia,session_start,Organic Search,0,1,0,1
20250707,/news/types-of-cold-storage.html,Australia,first_visit,Organic Search,0,1,0,1
20250707,/news/types-of-cold-storage.html,Australia,page_view,Organic Search,0,1,0,1
20250707,/news/types-of-cold-storage.html,Australia,session_start,Organic Search,0,1,0,1
20250707,/news/what-blast-freezer.html,Bangladesh,first_visit,Organic Search,0,1,0,1
20250707,/news/what-blast-freezer.html,Bangladesh,page_view,Organic Search,0,1,0,1
20250707,/news/what-blast-freezer.html,Bangladesh,session_start,Organic Search,0,1,0,1
20250707,/news/what-blast-freezer.html,Barbados,first_visit,Organic Search,1,0,0,1
20250707,/news/what-blast-freezer.html,Barbados,page_view,Organic Search,1,0,0,1
20250707,/news/what-blast-freezer.html,Barbados,session_start,Organic Search,1,0,0,1
20250707,/news/what-blast-freezer.html,Croatia,first_visit,Organic Search,1,0,0,1
20250707,/news/what-blast-freezer.html,Croatia,page_view,Organic Search,1,0,0,1
20250707,/news/what-blast-freezer.html,Croatia,session_start,Organic Search,1,0,0,1
